ImageId,EncodedPixels
test_mask_457,15349 1 15815 28 15844 4 15849 22 16059 3 16063 58 16309 62 16562 59 16813 57 17059 61 17309 62 17559 61 17800 71 18049 71 18300 71 18550 71 18800 72 19041 1 19048 72 19298 73 19541 1 19548 72 19790 2 19794 1 19796 67 20040 62 20103 2 20290 58 20350 1 20540 58 20790 59 21040 59 21290 59 21540 58 21599 1 21601 4 21790 60 21853 1 22035 47 22083 6 22096 1 22284 43 22535 42 22787 38 23036 38 23287 36 23536 37 23786 38 24032 41 24282 41 24532 40 24782 40 25032 40 25282 40 25532 40 25782 40 26027 1 26032 35 26282 34 26527 1 26532 33 26777 1 26782 33 27027 1 27032 33 27277 2 27281 34 27527 3 27531 34 27777 38 28027 38 28277 2 28281 34 28527 1 28529 1 28531 34 28777 1 28782 33 29027 38 29277 2 29281 34 29526 4 29531 34 29777 38 30026 39 30277 2 30281 34 30526 4 30531 34 30777 1 30779 1 30782 33 31027 2 31030 35 31277 2 31281 34 31527 3 31531 34 31777 38 32027 38 32279 1 32281 34 32529 1 32531 34 32779 1 32781 34 33027 1 33029 36 33281 34 33528 2 33531 34 33777 38 34028 37 34279 1 34282 33 34320 3 34529 1 34532 33 34570 3 34782 33 34820 3 35031 34 35070 3 35279 1 35281 35 35320 3 35529 38 35569 4 35779 45 36030 53 36084 1 36282 58 36532 57 36782 50 36835 4 37032 51 37085 4 37282 51 37334 5 37533 56 37783 63 38038 1 38040 66 38290 68 38360 2 38541 71 38791 3 38795 2 38798 64 39040 4 39045 1 39047 65 39290 69 39360 2 39540 65 39789 66 40040 63 40290 61 40541 59 40790 60 41040 60 41290 60 41540 60 41790 60 42040 61 42102 3 42291 4 42297 60 42541 1 42548 64 42798 64 43041 1 43048 64 43290 5 43296 65 43548 63 43798 64 44049 66 44116 1 44307 56 44558 56 44807 59 45057 60 45307 60 45557 62 45809 59 46060 53 46115 2 46322 35 46359 2 46573 33 46611 1 46823 1 46825 31 46861 1 47075 27 47103 1 47323 1 47325 27 47353 2 47572 2 47577 22 47604 2 47611 2 47830 1 47845 2
test_mask_458,15079 1 15087 1 15334 1 15814 11 15826 13 15840 2 15843 25 16058 61 16308 60 16559 59 16809 59 17059 57 17309 56 17559 55 17618 2 17800 65 17866 4 18049 65 18299 64 18549 64 18616 4 18799 65 18868 2 19041 1 19048 65 19291 1 19298 65 19541 1 19548 66 19791 4 19796 67 20040 58 20100 2 20290 58 20540 57 20790 58 21040 58 21290 58 21540 58 21790 57 22040 50 22286 41 22537 38 22576 1 22787 37 23036 1 23038 36 23287 36 23538 36 23786 38 24033 40 24282 41 24532 41 24782 41 25032 41 25282 40 25532 41 25782 41 26031 38 26070 2 26278 1 26280 38 26321 1 26530 37 26780 36 27030 35 27280 35 27531 34 27777 2 27781 34 28027 38 28277 38 28527 38 28777 1 28780 35 29027 1 29030 35 29277 2 29280 35 29527 3 29531 34 29777 2 29780 35 30026 39 30277 38 30526 39 30777 1 30779 36 31027 2 31030 35 31277 2 31280 35 31527 38 31777 38 32027 38 32277 38 32526 39 32777 1 32780 35 33027 1 33030 35 33277 2 33280 35 33527 3 33531 34 33777 38 34027 38 34277 38 34527 38 34777 1 34780 35 35027 2 35030 35 35277 38 35527 38 35777 38 36027 38 36068 3 36277 38 36319 1 36527 1 36532 33 36777 1 36782 33 37032 33 37282 34 37532 39 37782 41 38033 40 38283 40 38535 38 38787 36 39038 35 39288 35 39536 38 39784 1 39786 45 40038 1 40040 50 40290 50 40541 49 40790 50 41040 50 41092 4 41290 50 41540 50 41591 2 41790 58 42040 67 42291 2 42296 66 42541 1 42548 65 42798 65 43041 1 43048 65 43291 1 43294 1 43296 67 43544 1 43548 64 43798 64 44044 1 44049 64 44307 57 44558 57 44807 58 45057 58 45308 58 45557 59 45807 58 46061 52 46322 39 46573 38 46823 1 46825 37 47075 35 47325 34 47577 32 47830 1 47837 2 47845 6 47853 2
test_mask_459,15815 11 15827 1 15829 3 15833 7 15841 2 15844 23 15868 1 16059 61 16309 61 16558 3 16562 58 16807 1 16809 2 16813 57 17059 2 17063 57 17309 61 17559 61 17800 71 18049 71 18299 71 18549 71 18799 71 19041 1 19048 66 19115 1 19118 2 19298 66 19368 2 19541 1 19548 66 19617 4 19790 2 19794 1 19796 67 20040 58 20101 4 20290 58 20540 58 20790 59 21040 59 21290 58 21540 50 21591 7 21603 2 21790 54 21845 5 22040 50 22091 1 22093 1 22095 3 22288 37 22326 1 22538 37 22576 1 22790 34 23040 34 23290 33 23540 34 23578 1 23790 34 24035 38 24284 39 24535 38 24785 38 25036 37 25286 37 25534 39 25784 39 26034 39 26284 38 26535 37 26785 37 27036 36 27286 36 27535 37 27783 39 28032 35 28282 34 28532 34 28782 33 29032 33 29282 33 29532 34 29777 1 29782 34 30026 2 30032 33 30282 33 30526 1 30532 33 30782 33 31027 1 31032 33 31277 1 31282 33 31527 1 31532 33 31777 1 31782 33 32025 3 32032 33 32277 1 32282 33 32526 2 32532 33 32775 3 32782 33 33025 3 33032 33 33277 2 33282 33 33527 1 33529 1 33532 33 33777 2 33782 33 34026 39 34277 1 34282 33 34527 1 34532 33 34777 1 34782 33 35027 1 35032 33 35277 1 35282 33 35527 1 35532 33 35777 1 35781 34 36027 1 36031 34 36282 33 36527 1 36532 33 36777 1 36782 33 37027 1 37032 33 37277 1 37282 33 37527 1 37532 33 37776 3 37782 33 38029 1 38032 33 38277 1 38282 33 38527 1 38532 33 38777 1 38782 33 39027 1 39032 34 39277 1 39282 34 39527 1 39532 41 39777 1 39780 51 40032 51 40085 4 40276 2 40282 51 40335 4 40527 1 40532 51 40585 4 40775 3 40782 51 40835 4 41027 1 41032 51 41085 4 41276 2 41282 51 41334 5 41527 1 41532 57 41775 3 41782 62 41845 2 42032 74 42282 80 42527 1 42532 81 42777 1 42782 81 43027 1 43032 81 43282 81 43540 73 43794 69 44049 71 44307 62 44557 62 44807 58 45058 59 45309 58 45560 57 45811 56 46064 49 46116 1 46322 36 46360 2 46573 32 46610 2 46824 31 46859 3 47075 30 47107 1 47326 29 47579 6 47586 7 47595 6 47603 3
test_mask_460,15099 1 15333 2 15349 1 15815 9 15826 10 15837 10 15848 3 15852 1 15854 14 16058 61 16308 57 16559 1 16562 52 16813 50 17059 2 17063 51 17309 3 17313 51 17560 55 17800 67 17869 1 18049 66 18299 65 18549 65 18616 1 18619 1 18799 65 18867 5 19041 4 19047 59 19110 2 19291 3 19298 58 19360 2 19540 3 19548 64 19790 68 19859 3 20040 50 20093 1 20096 2 20290 50 20540 50 20790 51 20842 1 20844 3 21040 58 21290 58 21540 58 21790 58 22040 54 22096 2 22288 39 22538 37 22576 2 22790 34 23040 34 23077 3 23290 33 23540 34 23577 3 23790 34 23826 5 24035 38 24284 39 24533 40 24783 40 25033 40 25283 40 25532 41 25782 41 26032 41 26282 41 26532 35 26568 4 26782 34 26818 4 27032 33 27282 33 27532 33 27781 34 28027 2 28030 35 28278 1 28280 35 28530 35 28780 35 29027 1 29030 35 29280 35 29527 1 29531 34 29777 1 29780 35 30026 39 30278 37 30526 2 30529 36 30780 35 31030 35 31278 1 31280 35 31531 34 31777 2 31780 35 32027 38 32278 37 32530 35 32777 1 32780 35 33027 1 33030 35 33280 35 33531 34 33777 38 34028 37 34279 36 34530 35 34780 35 35030 35 35281 34 35531 34 35777 2 35780 35 36028 37 36069 1 36278 37 36527 1 36532 33 36777 1 36781 34 37031 34 37282 34 37532 39 37782 41 38032 41 38282 41 38533 40 38784 40 39034 39 39284 39 39534 40 39576 1 39784 47 40040 51 40290 50 40540 50 40593 1 40790 50 41040 50 41092 5 41290 50 41540 50 41591 2 41596 1 41790 58 42040 3 42044 1 42046 62 42291 1 42296 1 42298 64 42541 1 42548 65 42798 65 43041 1 43047 66 43291 1 43294 1 43296 67 43541 5 43547 66 43791 72 44041 79 44299 67 44549 67 44799 66 45048 68 45294 1 45296 70 45543 74 45791 76 46045 3 46049 68 46313 6 46322 40 46563 3 46573 1 46575 37 46813 3 46823 38 47060 7 47075 35 47310 7 47325 35 47557 10 47577 32 47814 2 47830 1 47835 1 47845 2 47848 4 47854 1
test_mask_461,15815 17 15833 31 16059 3 16063 54 16309 56 16561 55 16617 1 16810 58 17059 58 17309 57 17559 56 17799 71 18049 66 18118 1 18299 65 18368 2 18549 66 18616 4 18799 71 19041 1 19043 1 19048 66 19119 1 19298 65 19541 1 19548 66 19617 2 19790 5 19797 66 20040 58 20290 58 20540 58 20790 58 21041 5 21047 51 21290 7 21298 50 21540 58 21599 1 21602 1 21790 59 22040 42 22083 7 22288 37 22326 1 22538 37 22576 1 22790 34 23040 34 23289 34 23539 34 23787 36 24033 40 24283 40 24533 40 24783 39 25033 39 25283 39 25532 40 25782 40 26032 37 26070 2 26282 35 26321 1 26532 34 26782 33 27032 33 27282 33 27532 33 27782 33 28027 1 28032 33 28282 33 28532 33 28782 33 29027 1 29032 33 29282 33 29532 33 29777 1 29782 33 30027 1 30031 34 30282 33 30532 33 30782 33 31027 1 31032 33 31282 33 31527 1 31532 33 31777 1 31782 33 32027 2 32030 35 32281 34 32532 33 32782 33 33032 33 33282 33 33527 1 33532 33 33777 2 33782 33 34028 1 34031 34 34282 33 34532 33 34782 33 35032 33 35282 33 35532 33 35782 33 36032 33 36282 33 36319 1 36532 33 36782 33 37032 33 37282 34 37532 40 37782 41 38032 42 38283 41 38535 2 38538 35 38787 36 39037 36 39286 37 39534 1 39536 38 39784 1 39786 45 40040 50 40290 50 40540 50 40593 1 40790 50 41040 50 41092 1 41290 50 41540 53 41790 58 42040 66 42291 2 42294 68 42541 1 42548 65 42798 65 43048 65 43294 1 43296 67 43548 65 43798 65 44049 70 44303 1 44307 59 44556 60 44806 60 45057 59 45307 60 45557 60 45807 60 46059 54 46115 2 46322 40 46572 37 46610 2 46823 1 46825 37 47075 35 47325 36 47577 33 47611 2 47845 2
test_mask_462,15815 25 15841 2 15844 23 15868 1 16059 3 16063 57 16309 61 16560 60 16810 60 17059 3 17063 57 17309 62 17559 62 17799 72 18049 72 18299 72 18549 72 18799 73 19041 1 19048 72 19298 67 19368 3 19541 2 19548 73 19791 4 19796 67 19864 1 19866 1 19869 1 20040 66 20290 65 20540 59 20600 2 20790 64 21040 65 21290 60 21351 5 21540 58 21599 6 21790 60 21851 3 22040 54 22096 2 22288 37 22326 1 22538 37 22576 1 22790 34 23040 34 23290 33 23540 34 23790 34 24035 38 24284 39 24534 39 24784 39 25034 38 25284 38 25533 39 25783 39 26032 37 26070 2 26282 36 26321 1 26532 35 26782 34 27032 33 27282 33 27532 33 27782 33 28027 2 28031 34 28282 33 28527 1 28532 33 28777 1 28782 33 29026 2 29032 33 29277 2 29282 33 29526 2 29532 33 29777 2 29781 34 30025 40 30277 2 30281 34 30527 1 30532 33 30777 1 30782 33 31027 1 31031 34 31277 2 31280 35 31527 1 31529 1 31531 34 31777 38 32026 39 32281 34 32526 2 32532 33 32777 1 32782 33 33027 1 33032 33 33277 1 33282 33 33527 3 33532 33 33777 3 33782 33 34026 39 34277 2 34281 34 34527 1 34532 33 34777 1 34782 33 35027 2 35032 33 35277 2 35282 33 35527 1 35532 33 35777 2 35780 35 36027 2 36031 34 36282 33 36527 1 36532 33 36777 1 36782 33 37032 33 37282 33 37532 34 37782 34 38034 35 38284 34 38321 1 38535 38 38785 34 38821 2 39036 33 39286 33 39534 38 39784 39 40035 38 40288 1 40290 33 40540 33 40790 33 41040 33 41290 33 41540 33 41789 35 42040 37 42291 40 42541 1 42543 2 42547 34 42791 3 42798 32 43041 3 43048 32 43290 37 43328 1 43548 33 43798 49 44049 55 44111 1 44307 43 44352 2 44556 48 44804 1 44806 47 45056 44 45306 49 45557 48 45807 49 46059 46 46323 24 46575 15 46594 3 46825 16 46844 3 47075 17 47095 2 47322 2 47325 8 47334 6 47345 2 47572 11 47587 3 47596 2 47830 1
test_mask_463,15334 1 15584 1 15815 9 15826 16 15843 1 15845 23 16059 3 16063 56 16309 59 16559 1 16562 57 16810 1 16813 55 17059 3 17063 53 17309 56 17559 56 17616 5 17799 72 18040 3 18049 72 18290 4 18298 73 18541 1 18548 72 18791 1 18799 71 19041 1 19048 65 19119 1 19291 1 19298 65 19541 2 19548 66 19617 4 19790 73 20040 58 20101 1 20104 1 20290 51 20343 5 20540 51 20592 1 20594 3 20790 59 20850 1 21040 58 21099 1 21101 2 21290 58 21540 50 21591 1 21595 3 21601 3 21790 56 21847 1 21851 2 22035 47 22083 11 22095 3 22284 41 22536 38 22787 37 23037 37 23287 36 23537 36 23578 1 23786 38 23828 1 24033 40 24282 41 24532 41 24782 40 25032 40 25282 41 25532 41 25782 41 26032 40 26282 40 26532 34 26568 4 26782 34 26818 4 27032 33 27069 2 27277 1 27282 33 27527 1 27532 33 27777 38 28026 39 28277 38 28527 3 28532 33 28777 1 28782 33 29026 2 29031 34 29277 2 29282 33 29527 1 29529 1 29531 34 29777 38 30025 40 30277 3 30281 34 30526 2 30529 1 30532 33 30777 1 30779 1 30782 33 31026 2 31031 34 31277 2 31281 34 31526 4 31531 34 31777 38 32025 40 32278 2 32281 34 32527 1 32529 1 32531 34 32777 1 32782 33 33026 2 33030 35 33277 2 33282 33 33527 3 33532 33 33777 38 34026 39 34277 2 34282 33 34527 1 34532 33 34777 1 34782 33 35027 2 35032 33 35277 3 35282 33 35527 3 35531 34 35777 38 36027 38 36279 1 36282 33 36319 1 36527 1 36532 33 36777 1 36782 33 37032 33 37282 34 37532 40 37782 41 38033 41 38285 39 38538 35 38787 37 39038 35 39287 36 39536 38 39576 1 39786 45 40040 50 40290 50 40541 49 40593 1 40791 49 41040 50 41092 1 41095 2 41290 50 41540 50 41591 2 41790 58 42040 3 42044 1 42046 61 42291 1 42296 1 42298 64 42541 1 42548 65 42798 65 43041 1 43048 65 43291 1 43294 1 43296 67 43549 63 43799 63 44044 1 44049 65 44307 58 44558 56 44615 1 44808 57 45057 59 45307 59 45557 59 45807 59 46061 52 46322 40 46572 39 46823 1 46825 36 47075 35 47326 34 47577 32 47845 2 47849 3 47854 1
test_mask_464,14584 1 15584 1 15815 9 15826 10 15837 11 15849 18 15868 1 16059 61 16308 62 16558 63 16808 62 17059 61 17309 62 17559 62 17799 72 18040 4 18048 73 18290 4 18298 73 18541 1 18548 73 18791 1 18799 72 19041 1 19048 66 19118 2 19298 66 19368 3 19541 1 19548 66 19615 1 19617 4 19791 4 19796 68 20040 66 20290 58 20353 2 20540 58 20790 61 20852 1 21040 64 21105 1 21290 59 21352 3 21540 50 21591 7 21599 1 21601 5 21790 60 21851 4 22034 60 22096 2 22284 41 22326 1 22534 40 22576 1 22785 39 23035 39 23285 38 23533 41 23783 41 23826 1 23828 1 23830 1 24032 41 24282 41 24532 41 24782 40 25027 1 25032 40 25276 2 25282 40 25526 2 25532 40 25775 4 25782 40 26025 47 26277 40 26527 3 26531 35 26777 3 26781 34 27026 39 27277 38 27526 39 27775 40 28025 40 28277 3 28281 34 28527 3 28531 34 28776 2 28779 1 28782 33 29025 3 29029 1 29031 34 29276 3 29281 34 29525 5 29531 34 29775 40 30025 40 30277 3 30281 34 30526 4 30531 34 30777 1 30779 1 30782 33 31025 3 31029 1 31031 34 31277 38 31525 5 31531 34 31775 40 32025 40 32277 3 32281 34 32526 2 32529 1 32531 34 32775 3 32782 33 33026 2 33031 34 33276 3 33281 34 33525 5 33531 34 33775 40 34026 39 34277 3 34281 34 34527 1 34529 1 34532 33 34777 1 34782 33 35026 3 35031 34 35277 3 35281 34 35525 40 35775 40 36026 39 36068 3 36277 3 36282 34 36318 3 36527 1 36532 34 36568 2 36777 1 36782 33 37027 1 37032 33 37282 37 37532 40 37782 41 38033 41 38285 39 38535 1 38538 36 38788 36 39038 36 39288 35 39537 37 39576 1 39784 1 39786 45 40040 50 40291 49 40541 49 40593 2 40791 49 40843 1 40845 1 41040 51 41092 5 41290 50 41540 53 41790 58 41850 1 41853 1 42040 3 42044 1 42046 62 42291 1 42298 64 42541 1 42549 64 42799 64 43041 1 43048 65 43291 1 43296 67 43548 65 43799 64 44044 1 44048 72 44307 59 44367 2 44558 2 44561 55 44807 3 44811 54 45057 59 45307 60 45557 60 45807 60 46061 52 46116 1 46322 40 46573 1 46575 36 46823 1 46825 36 47075 35 47326 34 47580 29 47835 1 47837 2 47845 2 47848 4 47853 2
test_mask_465,12560 6 12568 1 12807 13 13056 15 13309 12 13559 3 13564 2 13567 2 13808 4 13814 6 14041 3 14048 23 14290 32 14540 33 14790 33 15040 30 15072 1 15290 30 15540 30 15790 31 15822 35 16040 70 16288 70 16538 69 16790 70 17040 69 17290 72 17540 73 17790 73 17867 1 18040 73 18289 74 18540 73 18791 72 18867 1 19041 1 19048 58 19108 4 19291 1 19298 64 19541 1 19548 65 19790 72 20040 50 20093 1 20290 50 20540 50 20790 50 21040 50 21290 51 21540 50 21591 1 21790 50 22040 41 22289 38 22538 1 22540 37 22790 35 23040 34 23290 34 23540 33 23790 33 24034 39 24283 40 24533 40 24782 41 25032 41 25282 41 25532 41 25782 41 26032 40 26282 37 26320 2 26531 37 26570 2 26781 35 27031 34 27282 34 27532 33 27781 34 28027 2 28030 35 28278 1 28280 35 28530 35 28780 35 29030 35 29280 35 29531 34 29777 1 29780 35 30026 3 30030 35 30278 1 30280 35 30530 35 30777 1 30780 35 31027 1 31030 35 31277 2 31280 35 31527 2 31530 35 31777 2 31780 35 32026 39 32277 38 32527 38 32777 1 32780 35 33027 1 33030 35 33278 1 33280 35 33530 35 33777 2 33780 35 34027 38 34281 34 34531 34 34780 35 35030 35 35281 34 35531 34 35777 2 35780 35 36028 1 36030 35 36069 1 36282 33 36532 33 36782 33 37032 34 37282 34 37533 38 37783 40 38034 39 38286 37 38538 35 38788 35 39038 35 39288 35 39538 36 39788 43 40040 50 40290 50 40541 49 40593 1 40790 50 41040 50 41093 4 41290 50 41540 50 41592 1 41596 1 41790 58 42040 67 42291 1 42298 64 42541 1 42548 65 42795 1 42798 65 43041 2 43047 66 43291 4 43296 67 43543 3 43548 65 43791 5 43797 66 44042 3 44046 68 44116 1 44118 1 44301 1 44303 1 44307 58 44368 1 44558 1 44564 51 44807 3 44814 51 45057 4 45064 52 45307 60 45557 60 45807 59 46057 56 46322 39 46572 2 46575 30 46606 5 46823 1 46825 33 46859 2 47075 33 47326 29 47356 2 47580 2 47588 2 47592 2 47595 11
test_mask_466,15334 1 15584 1 15815 9 15826 19 15846 18 15865 2 16059 59 16309 59 16562 56 16813 52 17059 2 17062 52 17309 55 17560 2 17563 51 17802 69 18049 1 18051 64 18299 65 18549 66 18799 66 18868 2 19041 1 19048 65 19298 65 19548 65 19618 1 19794 1 19796 67 20040 51 20092 6 20100 2 20291 49 20343 2 20346 2 20540 50 20791 51 20843 5 21040 58 21290 51 21344 4 21540 50 21591 1 21593 5 21790 54 21845 1 22040 46 22087 3 22289 35 22538 36 22788 36 23039 35 23289 34 23538 35 23787 36 24034 39 24283 40 24533 40 24783 40 25033 40 25283 40 25533 40 25782 41 26032 41 26282 40 26532 40 26782 40 27032 40 27282 40 27532 40 27782 40 28031 38 28070 2 28281 36 28318 1 28532 35 28568 1 28570 1 28782 34 28818 4 29032 34 29068 3 29282 34 29318 4 29532 34 29777 1 29780 36 30026 3 30030 35 30281 34 30531 34 30781 34 31030 35 31280 35 31531 34 31777 1 31780 35 32026 3 32030 35 32278 1 32280 35 32530 35 32781 34 33030 35 33280 35 33531 34 33777 2 33780 35 34027 2 34030 35 34280 35 34531 34 34780 35 35030 35 35282 33 35532 33 35777 2 35780 35 36028 1 36030 35 36281 34 36531 34 36780 35 37030 35 37281 34 37531 34 37777 2 37780 35 38028 1 38030 35 38281 35 38321 1 38531 35 38569 4 38781 35 38820 2 39030 36 39069 3 39282 41 39530 43 39778 1 39780 51 40028 1 40030 53 40084 5 40281 58 40532 50 40584 5 40782 50 40835 4 41032 51 41084 5 41282 57 41532 57 41782 61 41845 2 42032 74 42282 80 42533 4 42539 75 42615 3 42783 3 42790 73 43033 2 43040 73 43117 2 43283 2 43286 1 43289 74 43540 74 43794 71 44049 70 44307 62 44556 63 44806 63 45057 62 45308 62 45557 63 45807 63 46061 53 46115 3 46322 41 46572 41 46823 40 47074 38 47323 40 47572 41 47830 1 47835 1 47837 2 47845 2 47853 2
test_mask_467,15815 9 15826 42 16059 1 16061 58 16309 59 16564 55 16814 54 17060 1 17064 53 17309 3 17313 52 17559 3 17563 52 17616 5 17800 71 18049 72 18300 65 18366 4 18549 66 18616 4 18791 1 18799 66 18867 3 19040 6 19047 66 19290 7 19298 65 19540 6 19547 67 19617 3 19790 74 20040 58 20101 1 20103 2 20288 60 20538 1 20540 51 20592 2 20595 3 20790 58 21040 58 21290 58 21540 60 21601 2 21790 60 21851 1 22038 1 22040 54 22095 2 22287 40 22330 1 22538 37 22576 2 22579 1 22788 36 23039 35 23077 1 23290 33 23540 34 23576 4 23787 38 23826 5 24034 39 24283 40 24533 40 24783 40 25033 40 25283 40 25532 41 25782 41 26032 40 26282 40 26531 37 26781 35 27031 34 27277 1 27280 35 27527 1 27530 35 27777 1 27779 36 28026 39 28278 37 28527 1 28529 36 28777 1 28780 35 29026 2 29029 36 29277 2 29280 35 29526 39 29776 39 30025 40 30277 38 30526 39 30777 38 31025 40 31277 38 31526 39 31777 38 32026 39 32277 38 32526 39 32777 1 32779 36 33026 39 33278 1 33280 35 33527 38 33777 38 34027 38 34277 38 34527 38 34777 38 35027 38 35277 38 35527 38 35777 38 36026 39 36279 36 36319 1 36527 1 36530 1 36532 33 36777 1 36782 33 37032 33 37282 34 37532 40 37782 41 38032 41 38283 40 38534 39 38785 38 39034 39 39284 39 39534 40 39576 1 39784 47 40040 51 40290 50 40540 50 40593 1 40790 50 40843 1 41040 50 41092 1 41095 2 41290 50 41540 50 41592 1 41790 58 42040 5 42046 61 42291 1 42296 1 42298 64 42541 1 42548 64 42798 65 43041 1 43047 66 43291 1 43294 1 43296 67 43544 1 43548 64 43799 63 44044 1 44048 67 44117 1 44303 1 44307 58 44557 59 44807 59 45057 59 45307 60 45557 60 45807 59 46059 54 46322 40 46572 40 46823 38 47075 35 47325 34 47578 31 47832 4 47837 2 47845 2
test_mask_468,15334 1 15813 19 15833 9 15843 3 15847 2 15851 16 15868 1 16058 62 16308 62 16559 1 16562 58 16809 1 16812 57 17059 2 17063 55 17309 3 17313 57 17560 61 17800 71 18049 72 18299 72 18549 71 18799 71 19041 1 19048 65 19298 65 19541 1 19548 66 19617 3 19790 5 19796 67 20040 58 20101 1 20103 2 20290 51 20342 6 20540 50 20592 6 20790 59 21040 58 21290 58 21540 58 21602 2 21790 58 22038 52 22284 41 22326 1 22536 39 22576 1 22788 36 23038 36 23288 35 23538 36 23786 38 24032 41 24282 41 24532 41 24782 40 25032 40 25282 40 25532 40 25782 40 26031 41 26280 37 26318 4 26531 35 26781 35 27030 35 27280 35 27531 34 27781 34 28027 2 28030 35 28278 37 28530 35 28780 35 29030 35 29280 35 29530 35 29777 1 29780 35 30027 2 30030 35 30278 37 30528 1 30530 35 30780 35 31027 1 31030 35 31278 1 31280 35 31528 1 31530 35 31777 2 31780 35 32026 39 32278 37 32527 38 32777 1 32780 35 33030 35 33280 35 33529 36 33777 2 33780 35 34027 38 34278 37 34527 38 34777 1 34780 35 35030 35 35281 34 35531 34 35777 2 35780 35 36028 37 36069 1 36279 36 36531 34 36782 33 37032 33 37282 34 37532 39 37782 41 38032 41 38282 41 38533 40 38784 39 39034 39 39284 39 39534 40 39784 47 40040 50 40290 51 40540 50 40593 2 40790 50 41040 50 41092 1 41094 1 41290 50 41540 50 41592 1 41790 58 42040 67 42291 1 42296 66 42541 1 42548 65 42798 65 43041 1 43047 66 43294 1 43296 67 43544 1 43548 64 43792 1 43798 65 44044 1 44048 67 44307 58 44556 59 44804 1 44806 59 45057 59 45307 60 45557 60 45807 60 46059 54 46322 40 46573 1 46575 35 46825 36 47075 35 47326 33 47577 32 47845 2
test_mask_469,15334 1 15584 1 15813 11 15826 26 15853 1 15855 12 15868 1 16059 61 16309 61 16559 1 16562 58 16813 57 17059 2 17063 57 17309 3 17313 57 17560 2 17563 58 17800 71 18049 72 18299 71 18549 71 18799 66 18867 3 19041 1 19048 65 19119 1 19298 65 19368 1 19541 1 19548 66 19617 4 19793 2 19796 68 20040 65 20291 57 20540 58 20791 59 21041 59 21101 1 21291 57 21351 2 21540 50 21591 7 21601 4 21790 54 21845 1 21847 3 21852 2 22040 54 22095 3 22290 35 22326 1 22538 37 22576 1 22790 34 23040 34 23290 33 23540 34 23576 1 23578 1 23789 36 23826 1 23828 1 23830 1 24034 39 24284 39 24533 40 24782 40 25032 40 25282 40 25532 40 25782 40 26032 37 26070 2 26282 35 26321 1 26531 35 26781 34 27030 35 27280 35 27531 34 27781 34 28027 2 28030 35 28278 1 28280 35 28530 35 28780 35 29030 35 29280 35 29530 35 29777 1 29780 35 30027 2 30030 35 30278 37 30530 35 30780 35 31030 35 31278 1 31280 35 31530 35 31777 2 31780 35 32027 38 32278 37 32529 36 32780 35 33030 35 33280 35 33530 35 33777 2 33780 35 34028 1 34030 35 34280 35 34530 35 34780 35 35030 35 35281 34 35531 34 35777 2 35780 35 36028 1 36030 35 36068 3 36281 34 36319 1 36532 33 36782 33 37032 33 37282 34 37532 39 37782 41 38032 41 38282 41 38534 39 38785 38 39036 37 39286 37 39534 40 39576 1 39784 47 40040 50 40290 50 40540 50 40594 1 40790 50 41040 50 41094 2 41290 50 41540 50 41592 1 41790 57 42040 65 42291 1 42296 60 42357 2 42541 1 42548 62 42798 61 43041 1 43048 58 43107 4 43294 1 43296 62 43548 61 43798 64 44044 1 44048 65 44307 55 44558 55 44807 58 45057 59 45308 55 45557 56 45807 55 46061 51 46323 32 46573 1 46575 30 46825 26 46852 2 47076 23 47327 22 47577 7 47585 14
